layer,metric,attack,rho,pval,n,family,q_per_attack,q_per_family,q_global,sig_per_attack,sig_per_family,sig_global
2,Centroid_Norm,Steering,-0.1679,0.5499,15,auss,0.9873,0.9577,0.9522,,,
2,Centroid_Norm,ICL,0.4119,0.1271,15,auss,0.1784,0.1416,0.4916,,,
2,Centroid_Norm,GCG,0.4037,0.1356,15,auss,0.3957,0.4905,0.5166,,,
2,Centroid_Norm,MIA,0.0000,1.0000,15,auss,1.0000,1.0000,1.0000,,,
2,Centroid_Norm,MIA_MinK,0.0273,0.9366,11,auss,0.9822,0.9762,0.9907,,,
2,Centroid_Norm,MIA_Ref,0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
2,Centroid_Norm,MIA_Hidden,-0.0182,0.9577,11,auss,0.9958,0.9939,0.9916,,,
2,Centroid_Norm,SPV_MIA,-0.5571,0.0750,11,auss,0.1230,0.1145,0.3567,,,
2,Global_Coherence,Steering,-0.1679,0.5499,15,auss,0.9873,0.9577,0.9522,,,
2,Global_Coherence,ICL,0.4119,0.1271,15,auss,0.1784,0.1416,0.4916,,,
2,Global_Coherence,GCG,0.4037,0.1356,15,auss,0.3957,0.4905,0.5166,,,
2,Global_Coherence,MIA,0.0000,1.0000,15,auss,1.0000,1.0000,1.0000,,,
2,Global_Coherence,MIA_MinK,0.0273,0.9366,11,auss,0.9822,0.9762,0.9907,,,
2,Global_Coherence,MIA_Ref,0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
2,Global_Coherence,MIA_Hidden,-0.0182,0.9577,11,auss,0.9958,0.9939,0.9916,,,
2,Global_Coherence,SPV_MIA,-0.5571,0.0750,11,auss,0.1230,0.1145,0.3567,,,
2,Batch_SecondMoment_TopEig,Steering,-0.1679,0.5499,15,auss,0.9873,0.9577,0.9522,,,
2,Batch_SecondMoment_TopEig,ICL,0.4119,0.1271,15,auss,0.1784,0.1416,0.4916,,,
2,Batch_SecondMoment_TopEig,GCG,0.4037,0.1356,15,auss,0.3957,0.4905,0.5166,,,
2,Batch_SecondMoment_TopEig,MIA,0.0000,1.0000,15,auss,1.0000,1.0000,1.0000,,,
2,Batch_SecondMoment_TopEig,MIA_MinK,0.0273,0.9366,11,auss,0.9822,0.9762,0.9907,,,
2,Batch_SecondMoment_TopEig,MIA_Ref,0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
2,Batch_SecondMoment_TopEig,MIA_Hidden,-0.0182,0.9577,11,auss,0.9958,0.9939,0.9916,,,
2,Batch_SecondMoment_TopEig,SPV_MIA,-0.5571,0.0750,11,auss,0.1230,0.1145,0.3567,,,
2,AUSS_L2,Steering,0.1679,0.5499,15,auss,0.9873,0.9577,0.9522,,,
2,AUSS_L2,ICL,-0.4119,0.1271,15,auss,0.1784,0.1416,0.4916,,,
2,AUSS_L2,GCG,-0.4037,0.1356,15,auss,0.3957,0.4905,0.5166,,,
2,AUSS_L2,MIA,0.0000,1.0000,15,auss,1.0000,1.0000,1.0000,,,
2,AUSS_L2,MIA_MinK,-0.0273,0.9366,11,auss,0.9822,0.9762,0.9907,,,
2,AUSS_L2,MIA_Ref,-0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
2,AUSS_L2,MIA_Hidden,0.0182,0.9577,11,auss,0.9958,0.9939,0.9916,,,
2,AUSS_L2,SPV_MIA,0.5571,0.0750,11,auss,0.1230,0.1145,0.3567,,,
2,AUSS_Cos2,Steering,0.1679,0.5499,15,auss,0.9873,0.9577,0.9522,,,
2,AUSS_Cos2,ICL,-0.4119,0.1271,15,auss,0.1784,0.1416,0.4916,,,
2,AUSS_Cos2,GCG,-0.4037,0.1356,15,auss,0.3957,0.4905,0.5166,,,
2,AUSS_Cos2,MIA,0.0000,1.0000,15,auss,1.0000,1.0000,1.0000,,,
2,AUSS_Cos2,MIA_MinK,-0.0273,0.9366,11,auss,0.9822,0.9762,0.9907,,,
2,AUSS_Cos2,MIA_Ref,-0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
2,AUSS_Cos2,MIA_Hidden,0.0182,0.9577,11,auss,0.9958,0.9939,0.9916,,,
2,AUSS_Cos2,SPV_MIA,0.5571,0.0750,11,auss,0.1230,0.1145,0.3567,,,
2,AUSS_Jac,Steering,0.1429,0.6115,15,auss,0.9873,0.9577,0.9774,,,
2,AUSS_Jac,ICL,-0.4267,0.1127,15,auss,0.1647,0.1305,0.4652,,,
2,AUSS_Jac,GCG,-0.4135,0.1255,15,auss,0.3809,0.4905,0.4886,,,
2,AUSS_Jac,MIA,0.0750,0.7905,15,auss,0.9988,1.0000,0.9786,,,
2,AUSS_Jac,MIA_MinK,0.0727,0.8317,11,auss,0.9822,0.9762,0.9786,,,
2,AUSS_Jac,MIA_Ref,-0.2636,0.4334,11,auss,0.9785,0.9390,0.8883,,,
2,AUSS_Jac,MIA_Hidden,0.0091,0.9788,11,auss,0.9958,0.9939,0.9952,,,
2,AUSS_Jac,SPV_MIA,0.6119,0.0454,11,auss,0.0975,0.0970,0.2809,,,
2,Batch_Cov_Trace,Steering,0.1679,0.5499,15,auss,0.9873,0.9577,0.9522,,,
2,Batch_Cov_Trace,ICL,-0.4119,0.1271,15,auss,0.1784,0.1416,0.4916,,,
2,Batch_Cov_Trace,GCG,-0.4037,0.1356,15,auss,0.3957,0.4905,0.5166,,,
2,Batch_Cov_Trace,MIA,0.0000,1.0000,15,auss,1.0000,1.0000,1.0000,,,
2,Batch_Cov_Trace,MIA_MinK,-0.0273,0.9366,11,auss,0.9822,0.9762,0.9907,,,
2,Batch_Cov_Trace,MIA_Ref,-0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
2,Batch_Cov_Trace,MIA_Hidden,0.0182,0.9577,11,auss,0.9958,0.9939,0.9916,,,
2,Batch_Cov_Trace,SPV_MIA,0.5571,0.0750,11,auss,0.1230,0.1145,0.3567,,,
2,Batch_Cov_TopEig,Steering,0.2786,0.3147,15,auss,0.9873,0.9577,0.8094,,,
2,Batch_Cov_TopEig,ICL,-0.5627,0.0290,15,auss,0.0554,0.0390,0.2117,,*,
2,Batch_Cov_TopEig,GCG,-0.4331,0.1068,15,auss,0.3452,0.4289,0.4510,,,
2,Batch_Cov_TopEig,MIA,-0.0964,0.7325,15,auss,0.9988,1.0000,0.9786,,,
2,Batch_Cov_TopEig,MIA_MinK,-0.1455,0.6696,11,auss,0.9822,0.9762,0.9786,,,
2,Batch_Cov_TopEig,MIA_Ref,-0.2000,0.5554,11,auss,0.9785,0.9434,0.9522,,,
2,Batch_Cov_TopEig,MIA_Hidden,-0.0455,0.8944,11,auss,0.9958,0.9939,0.9907,,,
2,Batch_Cov_TopEig,SPV_MIA,0.4384,0.1775,11,auss,0.2446,0.2120,0.5973,,,
2,Reg_S_alpha_2,Steering,0.0110,0.9716,13,entropy,0.9877,0.9858,0.9932,,,
2,Reg_S_alpha_2,ICL,-0.3781,0.2027,13,entropy,0.2623,0.3283,0.6515,,,
2,Reg_S_alpha_2,GCG,-0.1372,0.6550,13,entropy,0.9451,0.8674,0.9786,,,
2,Reg_S_alpha_2,MIA,0.1429,0.6415,13,entropy,0.9988,0.8468,0.9786,,,
2,Reg_S_alpha_2,MIA_MinK,0.4667,0.2054,9,entropy,0.9822,0.9120,0.6582,,,
2,Reg_S_alpha_2,MIA_Ref,-0.3333,0.3807,9,entropy,0.9785,0.9794,0.8545,,,
2,Reg_S_alpha_2,MIA_Hidden,-0.0833,0.8312,9,entropy,0.9958,0.9847,0.9786,,,
2,Reg_S_alpha_2,SPV_MIA,0.6667,0.0499,9,entropy,0.0980,0.0954,0.2877,,,
2,Reg_MeanCos,Steering,0.0604,0.8445,13,entropy,0.9873,0.9858,0.9892,,,
2,Reg_MeanCos,ICL,0.4515,0.1214,13,entropy,0.1738,0.2323,0.4808,,,
2,Reg_MeanCos,GCG,0.2137,0.4832,13,entropy,0.9450,0.8393,0.9318,,,
2,Reg_MeanCos,MIA,-0.2198,0.4706,13,entropy,0.9988,0.7484,0.9242,,,
2,Reg_MeanCos,MIA_MinK,-0.4167,0.2646,9,entropy,0.9822,0.9120,0.7422,,,
2,Reg_MeanCos,MIA_Ref,0.2000,0.6059,9,entropy,0.9785,0.9885,0.9731,,,
2,Reg_MeanCos,MIA_Hidden,0.1167,0.7650,9,entropy,0.9958,0.9847,0.9786,,,
2,Reg_MeanCos,SPV_MIA,-0.8167,0.0072,9,entropy,0.0300,0.0261,0.0960,*,*,
2,Reg_MeanL2,Steering,-0.2912,0.3344,13,entropy,0.9873,0.9858,0.8176,,,
2,Reg_MeanL2,ICL,0.3697,0.2138,13,entropy,0.2740,0.3380,0.6724,,,
2,Reg_MeanL2,GCG,-0.1531,0.6175,13,entropy,0.9451,0.8674,0.9786,,,
2,Reg_MeanL2,MIA,0.0165,0.9574,13,entropy,0.9988,0.9796,0.9916,,,
2,Reg_MeanL2,MIA_MinK,-0.0833,0.8312,9,entropy,0.9822,0.9259,0.9786,,,
2,Reg_MeanL2,MIA_Ref,0.7667,0.0159,9,entropy,0.9785,0.9794,0.1464,,,
2,Reg_MeanL2,MIA_Hidden,0.2167,0.5755,9,entropy,0.9958,0.9847,0.9586,,,
2,Reg_MeanL2,SPV_MIA,-0.1833,0.6368,9,entropy,0.7064,0.7154,0.9786,,,
2,AnonDiff_S_alpha_2,Steering,0.0330,0.9149,13,entropy,0.9873,0.9858,0.9907,,,
2,AnonDiff_S_alpha_2,ICL,-0.5390,0.0573,13,entropy,0.1003,0.1470,0.3098,,,
2,AnonDiff_S_alpha_2,GCG,-0.1914,0.5311,13,entropy,0.9451,0.8655,0.9473,,,
2,AnonDiff_S_alpha_2,MIA,0.1209,0.6940,13,entropy,0.9988,0.8938,0.9786,,,
2,AnonDiff_S_alpha_2,MIA_MinK,0.2167,0.5755,9,entropy,0.9822,0.9120,0.9586,,,
2,AnonDiff_S_alpha_2,MIA_Ref,-0.3500,0.3558,9,entropy,0.9785,0.9794,0.8276,,,
2,AnonDiff_S_alpha_2,MIA_Hidden,-0.1167,0.7650,9,entropy,0.9958,0.9847,0.9786,,,
2,AnonDiff_S_alpha_2,SPV_MIA,0.7667,0.0159,9,entropy,0.0470,0.0383,0.1464,*,*,
2,AnonDiff_MeanCos,Steering,-0.0824,0.7890,13,entropy,0.9873,0.9858,0.9786,,,
2,AnonDiff_MeanCos,ICL,0.7845,0.0015,13,entropy,0.0114,0.0282,0.0464,*,*,*
2,AnonDiff_MeanCos,GCG,0.5391,0.0573,13,entropy,0.3007,0.2615,0.3098,,,
2,AnonDiff_MeanCos,MIA,-0.0110,0.9716,13,entropy,0.9988,0.9858,0.9932,,,
2,AnonDiff_MeanCos,MIA_MinK,0.0167,0.9661,9,entropy,0.9828,0.9809,0.9916,,,
2,AnonDiff_MeanCos,MIA_Ref,0.3000,0.4328,9,entropy,0.9785,0.9794,0.8883,,,
2,AnonDiff_MeanCos,MIA_Hidden,-0.0167,0.9661,9,entropy,0.9958,0.9847,0.9916,,,
2,AnonDiff_MeanCos,SPV_MIA,-0.8167,0.0072,9,entropy,0.0300,0.0261,0.0960,*,*,
2,AnonDiff_MeanL2,Steering,-0.0330,0.9149,13,entropy,0.9873,0.9858,0.9907,,,
2,AnonDiff_MeanL2,ICL,0.5418,0.0558,13,entropy,0.0979,0.1444,0.3042,,,
2,AnonDiff_MeanL2,GCG,0.1531,0.6175,13,entropy,0.9451,0.8674,0.9786,,,
2,AnonDiff_MeanL2,MIA,-0.3132,0.2974,13,entropy,0.9988,0.7011,0.7835,,,
2,AnonDiff_MeanL2,MIA_MinK,-0.2167,0.5755,9,entropy,0.9822,0.9120,0.9586,,,
2,AnonDiff_MeanL2,MIA_Ref,0.3500,0.3558,9,entropy,0.9785,0.9794,0.8276,,,
2,AnonDiff_MeanL2,MIA_Hidden,0.1167,0.7650,9,entropy,0.9958,0.9847,0.9786,,,
2,AnonDiff_MeanL2,SPV_MIA,-0.7667,0.0159,9,entropy,0.0470,0.0383,0.1464,*,*,
2,NormAnonDiff_S_alpha_2,Steering,0.0879,0.7752,13,entropy,0.9873,0.9858,0.9786,,,
2,NormAnonDiff_S_alpha_2,ICL,-0.4628,0.1113,13,entropy,0.1646,0.2192,0.4614,,,
2,NormAnonDiff_S_alpha_2,GCG,-0.1531,0.6175,13,entropy,0.9451,0.8674,0.9786,,,
2,NormAnonDiff_S_alpha_2,MIA,0.0604,0.8445,13,entropy,0.9988,0.9328,0.9892,,,
2,NormAnonDiff_S_alpha_2,MIA_MinK,0.2167,0.5755,9,entropy,0.9822,0.9120,0.9586,,,
2,NormAnonDiff_S_alpha_2,MIA_Ref,-0.3500,0.3558,9,entropy,0.9785,0.9794,0.8276,,,
2,NormAnonDiff_S_alpha_2,MIA_Hidden,-0.1167,0.7650,9,entropy,0.9958,0.9847,0.9786,,,
2,NormAnonDiff_S_alpha_2,SPV_MIA,0.7667,0.0159,9,entropy,0.0470,0.0383,0.1464,*,*,
2,NormAnonDiff_MeanCos,Steering,-0.0824,0.7890,13,entropy,0.9873,0.9858,0.9786,,,
2,NormAnonDiff_MeanCos,ICL,0.7845,0.0015,13,entropy,0.0114,0.0282,0.0464,*,*,*
2,NormAnonDiff_MeanCos,GCG,0.5391,0.0573,13,entropy,0.3007,0.2615,0.3098,,,
2,NormAnonDiff_MeanCos,MIA,-0.0110,0.9716,13,entropy,0.9988,0.9858,0.9932,,,
2,NormAnonDiff_MeanCos,MIA_MinK,0.0167,0.9661,9,entropy,0.9828,0.9809,0.9916,,,
2,NormAnonDiff_MeanCos,MIA_Ref,0.3000,0.4328,9,entropy,0.9785,0.9794,0.8883,,,
2,NormAnonDiff_MeanCos,MIA_Hidden,-0.0167,0.9661,9,entropy,0.9958,0.9847,0.9916,,,
2,NormAnonDiff_MeanCos,SPV_MIA,-0.8167,0.0072,9,entropy,0.0300,0.0261,0.0960,*,*,
3,Centroid_Norm,Steering,-0.2679,0.3344,15,auss,0.9873,0.9577,0.8176,,,
3,Centroid_Norm,ICL,0.4046,0.1347,15,auss,0.1861,0.1475,0.5166,,,
3,Centroid_Norm,GCG,0.3959,0.1441,15,auss,0.4027,0.4942,0.5305,,,
3,Centroid_Norm,MIA,0.0179,0.9496,15,auss,0.9988,1.0000,0.9916,,,
3,Centroid_Norm,MIA_MinK,0.1182,0.7293,11,auss,0.9822,0.9762,0.9786,,,
3,Centroid_Norm,MIA_Ref,0.1727,0.6115,11,auss,0.9785,0.9434,0.9774,,,
3,Centroid_Norm,MIA_Hidden,0.0000,1.0000,11,auss,1.0000,1.0000,1.0000,,,
3,Centroid_Norm,SPV_MIA,-0.6301,0.0377,11,auss,0.0901,0.0970,0.2469,,,
3,Global_Coherence,Steering,-0.2679,0.3344,15,auss,0.9873,0.9577,0.8176,,,
3,Global_Coherence,ICL,0.4046,0.1347,15,auss,0.1861,0.1475,0.5166,,,
3,Global_Coherence,GCG,0.3959,0.1441,15,auss,0.4027,0.4942,0.5305,,,
3,Global_Coherence,MIA,0.0179,0.9496,15,auss,0.9988,1.0000,0.9916,,,
3,Global_Coherence,MIA_MinK,0.1182,0.7293,11,auss,0.9822,0.9762,0.9786,,,
3,Global_Coherence,MIA_Ref,0.1727,0.6115,11,auss,0.9785,0.9434,0.9774,,,
3,Global_Coherence,MIA_Hidden,0.0000,1.0000,11,auss,1.0000,1.0000,1.0000,,,
3,Global_Coherence,SPV_MIA,-0.6301,0.0377,11,auss,0.0901,0.0970,0.2469,,,
3,Batch_SecondMoment_TopEig,Steering,-0.2536,0.3618,15,auss,0.9873,0.9577,0.8361,,,
3,Batch_SecondMoment_TopEig,ICL,0.4230,0.1162,15,auss,0.1673,0.1328,0.4760,,,
3,Batch_SecondMoment_TopEig,GCG,0.3567,0.1919,15,auss,0.4849,0.5892,0.6265,,,
3,Batch_SecondMoment_TopEig,MIA,0.0286,0.9195,15,auss,0.9988,1.0000,0.9907,,,
3,Batch_SecondMoment_TopEig,MIA_MinK,0.0909,0.7904,11,auss,0.9822,0.9762,0.9786,,,
3,Batch_SecondMoment_TopEig,MIA_Ref,0.2000,0.5554,11,auss,0.9785,0.9434,0.9522,,,
3,Batch_SecondMoment_TopEig,MIA_Hidden,0.0455,0.8944,11,auss,0.9958,0.9939,0.9907,,,
3,Batch_SecondMoment_TopEig,SPV_MIA,-0.6758,0.0225,11,auss,0.0624,0.0784,0.1835,,,
3,AUSS_L2,Steering,0.2679,0.3344,15,auss,0.9873,0.9577,0.8176,,,
3,AUSS_L2,ICL,-0.4046,0.1347,15,auss,0.1861,0.1475,0.5166,,,
3,AUSS_L2,GCG,-0.3959,0.1441,15,auss,0.4027,0.4942,0.5305,,,
3,AUSS_L2,MIA,-0.0179,0.9496,15,auss,0.9988,1.0000,0.9916,,,
3,AUSS_L2,MIA_MinK,-0.1182,0.7293,11,auss,0.9822,0.9762,0.9786,,,
3,AUSS_L2,MIA_Ref,-0.1727,0.6115,11,auss,0.9785,0.9434,0.9774,,,
3,AUSS_L2,MIA_Hidden,0.0000,1.0000,11,auss,1.0000,1.0000,1.0000,,,
3,AUSS_L2,SPV_MIA,0.6301,0.0377,11,auss,0.0901,0.0970,0.2469,,,
3,AUSS_Cos2,Steering,0.2536,0.3618,15,auss,0.9873,0.9577,0.8361,,,
3,AUSS_Cos2,ICL,-0.4230,0.1162,15,auss,0.1673,0.1328,0.4760,,,
3,AUSS_Cos2,GCG,-0.3567,0.1919,15,auss,0.4849,0.5892,0.6265,,,
3,AUSS_Cos2,MIA,-0.0286,0.9195,15,auss,0.9988,1.0000,0.9907,,,
3,AUSS_Cos2,MIA_MinK,-0.0909,0.7904,11,auss,0.9822,0.9762,0.9786,,,
3,AUSS_Cos2,MIA_Ref,-0.2000,0.5554,11,auss,0.9785,0.9434,0.9522,,,
3,AUSS_Cos2,MIA_Hidden,-0.0455,0.8944,11,auss,0.9958,0.9939,0.9907,,,
3,AUSS_Cos2,SPV_MIA,0.6758,0.0225,11,auss,0.0624,0.0784,0.1835,,,
3,AUSS_Jac,Steering,0.0321,0.9095,15,auss,0.9873,0.9577,0.9907,,,
3,AUSS_Jac,ICL,-0.4965,0.0597,15,auss,0.1021,0.0765,0.3146,,,
3,AUSS_Jac,GCG,-0.6055,0.0167,15,auss,0.1805,0.1525,0.1524,,,
3,AUSS_Jac,MIA,0.0464,0.8695,15,auss,0.9988,1.0000,0.9897,,,
3,AUSS_Jac,MIA_MinK,0.2000,0.5554,11,auss,0.9822,0.9762,0.9522,,,
3,AUSS_Jac,MIA_Ref,0.0000,1.0000,11,auss,1.0000,1.0000,1.0000,,,
3,AUSS_Jac,MIA_Hidden,-0.1636,0.6307,11,auss,0.9958,0.9939,0.9786,,,
3,AUSS_Jac,SPV_MIA,0.6027,0.0497,11,auss,0.0980,0.0970,0.2877,,,
3,Batch_Cov_Trace,Steering,0.2679,0.3344,15,auss,0.9873,0.9577,0.8176,,,
3,Batch_Cov_Trace,ICL,-0.4046,0.1347,15,auss,0.1861,0.1475,0.5166,,,
3,Batch_Cov_Trace,GCG,-0.3959,0.1441,15,auss,0.4027,0.4942,0.5305,,,
3,Batch_Cov_Trace,MIA,-0.0179,0.9496,15,auss,0.9988,1.0000,0.9916,,,
3,Batch_Cov_Trace,MIA_MinK,-0.1182,0.7293,11,auss,0.9822,0.9762,0.9786,,,
3,Batch_Cov_Trace,MIA_Ref,-0.1727,0.6115,11,auss,0.9785,0.9434,0.9774,,,
3,Batch_Cov_Trace,MIA_Hidden,0.0000,1.0000,11,auss,1.0000,1.0000,1.0000,,,
3,Batch_Cov_Trace,SPV_MIA,0.6301,0.0377,11,auss,0.0901,0.0970,0.2469,,,
3,Batch_Cov_TopEig,Steering,0.3107,0.2597,15,auss,0.9873,0.9577,0.7422,,,
3,Batch_Cov_TopEig,ICL,-0.5296,0.0423,15,auss,0.0762,0.0564,0.2712,,,
3,Batch_Cov_TopEig,GCG,-0.3606,0.1867,15,auss,0.4763,0.5869,0.6175,,,
3,Batch_Cov_TopEig,MIA,-0.0786,0.7808,15,auss,0.9988,1.0000,0.9786,,,
3,Batch_Cov_TopEig,MIA_MinK,-0.1455,0.6696,11,auss,0.9822,0.9762,0.9786,,,
3,Batch_Cov_TopEig,MIA_Ref,-0.2000,0.5554,11,auss,0.9785,0.9434,0.9522,,,
3,Batch_Cov_TopEig,MIA_Hidden,-0.0455,0.8944,11,auss,0.9958,0.9939,0.9907,,,
3,Batch_Cov_TopEig,SPV_MIA,0.4384,0.1775,11,auss,0.2446,0.2120,0.5973,,,
3,Reg_S_alpha_2,Steering,0.0110,0.9716,13,entropy,0.9877,0.9858,0.9932,,,
3,Reg_S_alpha_2,ICL,-0.3781,0.2027,13,entropy,0.2623,0.3283,0.6515,,,
3,Reg_S_alpha_2,GCG,-0.1372,0.6550,13,entropy,0.9451,0.8674,0.9786,,,
3,Reg_S_alpha_2,MIA,0.1429,0.6415,13,entropy,0.9988,0.8468,0.9786,,,
3,Reg_S_alpha_2,MIA_MinK,0.4667,0.2054,9,entropy,0.9822,0.9120,0.6582,,,
3,Reg_S_alpha_2,MIA_Ref,-0.3333,0.3807,9,entropy,0.9785,0.9794,0.8545,,,
3,Reg_S_alpha_2,MIA_Hidden,-0.0833,0.8312,9,entropy,0.9958,0.9847,0.9786,,,
3,Reg_S_alpha_2,SPV_MIA,0.6667,0.0499,9,entropy,0.0980,0.0954,0.2877,,,
3,Reg_MeanCos,Steering,0.0604,0.8445,13,entropy,0.9873,0.9858,0.9892,,,
3,Reg_MeanCos,ICL,0.4515,0.1214,13,entropy,0.1738,0.2323,0.4808,,,
3,Reg_MeanCos,GCG,0.2137,0.4832,13,entropy,0.9450,0.8393,0.9318,,,
3,Reg_MeanCos,MIA,-0.2198,0.4706,13,entropy,0.9988,0.7484,0.9242,,,
3,Reg_MeanCos,MIA_MinK,-0.4167,0.2646,9,entropy,0.9822,0.9120,0.7422,,,
3,Reg_MeanCos,MIA_Ref,0.2000,0.6059,9,entropy,0.9785,0.9885,0.9731,,,
3,Reg_MeanCos,MIA_Hidden,0.1167,0.7650,9,entropy,0.9958,0.9847,0.9786,,,
3,Reg_MeanCos,SPV_MIA,-0.8167,0.0072,9,entropy,0.0300,0.0261,0.0960,*,*,
3,Reg_MeanL2,Steering,-0.2912,0.3344,13,entropy,0.9873,0.9858,0.8176,,,
3,Reg_MeanL2,ICL,0.3697,0.2138,13,entropy,0.2740,0.3380,0.6724,,,
3,Reg_MeanL2,GCG,-0.1531,0.6175,13,entropy,0.9451,0.8674,0.9786,,,
3,Reg_MeanL2,MIA,0.0165,0.9574,13,entropy,0.9988,0.9796,0.9916,,,
3,Reg_MeanL2,MIA_MinK,-0.0833,0.8312,9,entropy,0.9822,0.9259,0.9786,,,
3,Reg_MeanL2,MIA_Ref,0.7667,0.0159,9,entropy,0.9785,0.9794,0.1464,,,
3,Reg_MeanL2,MIA_Hidden,0.2167,0.5755,9,entropy,0.9958,0.9847,0.9586,,,
3,Reg_MeanL2,SPV_MIA,-0.1833,0.6368,9,entropy,0.7064,0.7154,0.9786,,,
3,AnonDiff_S_alpha_2,Steering,0.0934,0.7615,13,entropy,0.9873,0.9858,0.9786,,,
3,AnonDiff_S_alpha_2,ICL,-0.4628,0.1113,13,entropy,0.1646,0.2192,0.4614,,,
3,AnonDiff_S_alpha_2,GCG,-0.1531,0.6175,13,entropy,0.9451,0.8674,0.9786,,,
3,AnonDiff_S_alpha_2,MIA,0.0495,0.8725,13,entropy,0.9988,0.9558,0.9897,,,
3,AnonDiff_S_alpha_2,MIA_MinK,0.1333,0.7324,9,entropy,0.9822,0.9120,0.9786,,,
3,AnonDiff_S_alpha_2,MIA_Ref,-0.4167,0.2646,9,entropy,0.9785,0.9794,0.7422,,,
3,AnonDiff_S_alpha_2,MIA_Hidden,-0.0500,0.8984,9,entropy,0.9958,0.9847,0.9907,,,
3,AnonDiff_S_alpha_2,SPV_MIA,0.7833,0.0125,9,entropy,0.0452,0.0371,0.1346,*,*,
3,AnonDiff_MeanCos,Steering,-0.0714,0.8166,13,entropy,0.9873,0.9858,0.9786,,,
3,AnonDiff_MeanCos,ICL,0.8071,0.0009,13,entropy,0.0112,0.0269,0.0462,*,*,*
3,AnonDiff_MeanCos,GCG,0.5391,0.0573,13,entropy,0.3007,0.2615,0.3098,,,
3,AnonDiff_MeanCos,MIA,-0.0055,0.9858,13,entropy,1.0000,0.9858,0.9974,,,
3,AnonDiff_MeanCos,MIA_MinK,0.1000,0.7980,9,entropy,0.9822,0.9120,0.9786,,,
3,AnonDiff_MeanCos,MIA_Ref,0.3667,0.3317,9,entropy,0.9785,0.9794,0.8176,,,
3,AnonDiff_MeanCos,MIA_Hidden,-0.0833,0.8312,9,entropy,0.9958,0.9847,0.9786,,,
3,AnonDiff_MeanCos,SPV_MIA,-0.8333,0.0053,9,entropy,0.0282,0.0236,0.0809,*,*,
3,AnonDiff_MeanL2,Steering,-0.0824,0.7890,13,entropy,0.9873,0.9858,0.9786,,,
3,AnonDiff_MeanL2,ICL,0.6152,0.0252,13,entropy,0.0504,0.0912,0.1924,,,
3,AnonDiff_MeanL2,GCG,0.1691,0.5809,13,entropy,0.9451,0.8674,0.9656,,,
3,AnonDiff_MeanL2,MIA,-0.3297,0.2713,13,entropy,0.9988,0.7011,0.7465,,,
3,AnonDiff_MeanL2,MIA_MinK,0.0167,0.9661,9,entropy,0.9828,0.9809,0.9916,,,
3,AnonDiff_MeanL2,MIA_Ref,0.3000,0.4328,9,entropy,0.9785,0.9794,0.8883,,,
3,AnonDiff_MeanL2,MIA_Hidden,-0.0167,0.9661,9,entropy,0.9958,0.9847,0.9916,,,
3,AnonDiff_MeanL2,SPV_MIA,-0.8167,0.0072,9,entropy,0.0300,0.0261,0.0960,*,*,
3,NormAnonDiff_S_alpha_2,Steering,0.1044,0.7343,13,entropy,0.9873,0.9858,0.9786,,,
3,NormAnonDiff_S_alpha_2,ICL,-0.3979,0.1782,13,entropy,0.2364,0.3074,0.5992,,,
3,NormAnonDiff_S_alpha_2,GCG,-0.1148,0.7087,13,entropy,0.9451,0.8703,0.9786,,,
3,NormAnonDiff_S_alpha_2,MIA,0.0220,0.9432,13,entropy,0.9988,0.9727,0.9916,,,
3,NormAnonDiff_S_alpha_2,MIA_MinK,0.1333,0.7324,9,entropy,0.9822,0.9120,0.9786,,,
3,NormAnonDiff_S_alpha_2,MIA_Ref,-0.4167,0.2646,9,entropy,0.9785,0.9794,0.7422,,,
3,NormAnonDiff_S_alpha_2,MIA_Hidden,-0.0500,0.8984,9,entropy,0.9958,0.9847,0.9907,,,
3,NormAnonDiff_S_alpha_2,SPV_MIA,0.7833,0.0125,9,entropy,0.0452,0.0371,0.1346,*,*,
3,NormAnonDiff_MeanCos,Steering,-0.0714,0.8166,13,entropy,0.9873,0.9858,0.9786,,,
3,NormAnonDiff_MeanCos,ICL,0.8071,0.0009,13,entropy,0.0112,0.0269,0.0462,*,*,*
3,NormAnonDiff_MeanCos,GCG,0.5391,0.0573,13,entropy,0.3007,0.2615,0.3098,,,
3,NormAnonDiff_MeanCos,MIA,-0.0055,0.9858,13,entropy,1.0000,0.9858,0.9974,,,
3,NormAnonDiff_MeanCos,MIA_MinK,0.1000,0.7980,9,entropy,0.9822,0.9120,0.9786,,,
3,NormAnonDiff_MeanCos,MIA_Ref,0.3667,0.3317,9,entropy,0.9785,0.9794,0.8176,,,
3,NormAnonDiff_MeanCos,MIA_Hidden,-0.0833,0.8312,9,entropy,0.9958,0.9847,0.9786,,,
3,NormAnonDiff_MeanCos,SPV_MIA,-0.8333,0.0053,9,entropy,0.0282,0.0236,0.0809,*,*,
4,Centroid_Norm,Steering,-0.0714,0.8003,15,auss,0.9873,0.9577,0.9786,,,
